group,user_id,commission_revenue_pre,commission_revenue_exp
control,5a4f8c54-ce96-4aab-ba98-ed5b2612f6b5,140.31141556235698,144.55522284957567
control,eaa31f3e-4c7d-4fcd-8815-761c4750380e,52.491658612356424,55.394522765072395
control,70e37f43-3821-498f-a7da-d63969cc0c87,40.528314625186106,57.36872068033254
test,c3bb3422-1c12-4ca4-a31a-a18424a10902,95.60473836808164,104.79523020318203
test,fd288fad-6230-4b4e-afd1-e459da9851e1,110.59574101441693,104.80963306712414
control,391c2fff-b7c9-42dd-a06f-c7ff4da25716,,88.85972550435888
test,b0645cd2-d331-46f7-9a13-c6469bfea3d1,68.7696986948663,69.33541647626664
control,96aec2ec-8d51-4eeb-930d-180485f8f3b5,82.22088274190573,102.1502893085026
control,05a528b9-f0d4-49d3-b98c-c25bc344933c,93.8760225110401,91.90449179487267
control,5fedb1ac-7100-490f-a859-3f44dd5fae5a,136.25173401673462,137.28327974226116
control,2d6ecbd1-dc95-427d-8864-06d6817b02f6,100.02287863735033,84.51801893397382
test,bea23699-7833-442b-a343-5f28bab82167,141.7229431656527,153.9779898388408
test,c6550875-4a68-4df2-8225-83386f3ab137,127.70052919573206,132.3332515795289
test,bea2281d-20ae-4520-8d0c-79705d8ac938,90.40424446156672,89.83166270609031
control,de8619f4-726c-4cd6-9fdb-0afab51bb775,87.44755564111759,56.48848937534636
control,56e1506e-77c1-4436-8f59-9e27a332728f,83.2835176744974,65.72058646973402
test,3b0a1849-c5d6-4176-b87d-87c23cb16bd5,80.88498302144956,73.40752110215044
test,672fb4a4-11d4-4c13-86b4-69ebef0adcf7,80.95428879730726,87.0148638052479
test,9b247e4e-6642-4cf7-986f-ca86675e130a,97.04833523885226,105.78879470193564
control,dc7377ed-bd95-48d8-8215-fb2ec0b68dbb,121.8359971032689,105.81526230218154
control,610a9ebc-6944-491c-bd1f-e5ef8ececdc6,130.76417797047682,134.53664981657644
control,934833b0-570c-4dc0-aca7-379ca577161e,156.14152900229544,128.47389831156133
test,24e2aae7-238e-4a8d-84bf-14d89b7e4a3d,65.41039919751702,35.71633554203295
test,ad375f05-d7d9-4165-8f03-6e783c5e6451,62.29502853596546,57.735795672901425
control,9556c8aa-85dc-4d99-bfb8-c8d39e455f38,58.486759744988476,31.699078122201684
control,cc75525b-5147-4dfa-a81c-e016a744d32b,121.31366212781168,127.31624076871114
control,b29bdb92-675d-4d6c-adc1-cb2593a4b91d,104.83270502729607,125.29972347031153
control,a1e94cb9-7745-46d5-ab1a-6919864a5eb6,86.99236091443998,83.13351829633392
control,a0dbb778-a526-4b23-a664-0a7f3019c664,106.22901277563246,101.85920688305534
control,a057d764-89f4-42c9-9330-e202934316a6,150.82688169624384,152.92267884050833
control,783c5f1d-b57a-43c8-8a44-81bba6c8624a,105.25739714790998,120.56657335990042
control,d33cfb3e-dc3e-4384-afac-6f19b74d3039,112.23870643544322,157.6381702301418
control,8b90310b-0209-4f28-8226-818c973b6238,67.2942817453644,62.76591248297496
control,0097b9eb-1c61-4e7c-a9f1-4b853d46493d,92.34901867929702,97.72885131353821
test,3d875534-7099-4abd-affb-a06b183ffcea,74.71773595668326,64.81527211946295
test,80c56ded-2987-4252-9126-e8011d96856c,142.8961874989525,144.65750631665352
test,34acf19f-0e85-40c0-bd72-208310bbbc7f,135.5592231446659,150.55005417464645
control,e59df920-6bbb-400c-9353-d082c27fe87b,129.55286318400263,136.91909103137286
control,a7c2135f-442a-41c3-b780-868ea4c5f053,102.13397303290732,104.71135807022681
control,2c102815-3082-4cbf-8fc6-a468de52b475,116.0297497729386,103.65192789481576
test,7d6929c4-6e02-45b5-89d6-faa7606e67a0,92.27686693069808,96.93050132273405
test,06398852-abb7-41e8-b63b-41064413e015,105.12497937202336,110.51428179684886
control,101356c3-7d09-42a3-94b2-7176e534e591,100.27185469875494,151.5423534013508
control,998f0059-9bc6-40c2-8e46-5bf60c863d20,106.40025747791114,125.4749830214108
control,59ad7b6b-1b4b-4f18-bee3-9b61ec20fee8,62.06694149402565,58.069892907531596
control,cc5936a6-9c78-4112-b2da-d7c9836f7f73,153.9279889501577,136.06534301589133
test,5d0bc1b4-3a98-4d59-b98b-11600e300228,148.99162514265242,142.8210338520292
control,b4451e41-7fb5-4731-acdb-c43cd9cf1666,91.72946772072963,89.60451365529768
test,4b7b1868-9ead-4437-8b52-00fa438484f4,82.75107729090371,75.32793647967512
test,826c6278-a3f0-43ab-a0df-762c28f59a06,72.50808905386772,76.01751112013572
test,0df5ff04-8b81-49b0-8aa0-6d49d1a2415e,151.56833926999843,150.51225236153078
control,fb1fa587-a5a9-42f2-8fe5-bf0c98e222da,98.83021200617861,92.96326585355688
control,75de0b49-25eb-43d8-b025-b6a3af4207bb,101.80429474307583,88.16617276885518
test,990ac377-3fc1-47b5-9b50-f256ba3cfcb5,50.33892235182672,42.532300599420985
test,038b1115-8aa6-4c26-976b-0b4a1e613833,61.35476114167477,73.88814789998807
control,bcea0c09-7acc-433c-a216-5cf58ccda419,68.07973979129326,92.18291074222928
test,d7e8f4aa-f0c1-44b7-9089-b6a380cc8c04,106.75057869918166,110.21018667916229
control,9db10663-965c-4818-9ca7-e0c5def6a5e6,123.89147982888306,124.59460865399193
test,392168b3-720c-4334-8723-defb0693ab77,88.41264622167829,83.50018934303543
test,5998583e-6296-4585-af7d-900838530e65,115.11229624406138,120.14454384460252
test,a4e828c0-9483-436c-beb3-e5e95a427aba,60.7619960375854,55.617008832313466
control,51b90769-6d61-41f2-ac92-a5c3790eeb0b,135.06597953483075,149.966692594516
test,c69fa8ce-821c-40f8-9520-fa3aa050753f,48.252843024173075,53.33482145741696
test,e1cc4afa-6cd1-469e-98c8-266d07ee1c9e,110.53752280353102,143.53467072203432
control,d3b93745-116e-42f0-94ec-47ee5073375c,81.8750411528006,91.30998838898705
test,56bd7360-577a-4124-a3ee-fdd5ba3a767d,68.96744664100002,78.08111684371815
test,560c5173-2977-40a1-8ef8-fa58c6db7e4e,125.88341221214023,132.71449403328864
test,9d209206-b374-4e80-8198-197eb9a0185a,93.762673153501,120.63657968395394
test,f4609d44-db0f-4413-971a-d56099ab078d,119.80285064383173,124.30049638080236
test,80c05943-123c-4925-a29a-95e6a05ebd40,114.5947086784864,128.89037099946452
test,29d130cd-6203-4e1c-9f46-d9625d8f1c31,86.69298636498722,101.43714522207141
test,8c7c64f5-8733-4204-905e-e554c0723a05,92.51560440463051,75.30682599785462
control,ede4cb86-dbed-4263-aa62-31aa1720d11f,57.05322644153434,41.68471486572864
test,fe808e1d-9071-4f59-8a65-e9d6296ccb1a,55.11716196344767,58.32083509984064
control,df8a3490-2021-49d4-884f-608b6c4ae808,125.15715475549304,116.9668640995735
control,5eefe84d-da76-4284-a7cb-6f8183303dbd,117.78608291725614,114.79149391197024
control,2ac52a8d-9042-473e-ba73-74d8fc940911,102.7282208788092,122.8203538922917
control,b9948cd8-a1a0-4b59-9bfa-bc531db3cbfc,79.42705051614841,52.6858939213635
test,b9f2c079-6b1c-444e-a23b-f8e549c390d5,95.12644613892887,72.82134939290573
control,3563794b-09f8-4ac4-92ce-f984a729049e,90.76184722668597,66.81747062881443
control,4e25ee3e-0a07-4639-8b15-c4a775315efc,92.98635289610576,103.21147175142879
control,158edada-289f-498b-a526-8dc7ff5bd1d0,128.7635657537202,141.38788624914864
control,f954b275-1260-4dc7-ae21-393bc4b4f153,98.58643001919437,96.50434009904833
test,7ff12520-5753-42e6-b9aa-353f3e0ee9dc,41.803278418978614,54.81832396755984
control,457e0c89-3596-4d04-b64e-f4762b2bf1b9,136.7019072738655,110.61419050165436
control,a6d4d488-bf50-460f-8729-a5404e26a37a,54.28373302930555,62.6111217817645
control,4a58f845-6e1a-4cc7-8cee-cc10e73c74e7,86.3443881146627,64.8926594343339
test,4a10ed34-e61c-4d48-be2f-c9867b409e9c,137.3204386391411,140.30039966814772
control,8e7e7c93-4a06-4acc-beb5-bfbb6436c679,135.41379251685376,118.6673411400919
control,a9baf09d-dcd6-4a10-9305-c37d9ad7ea8b,137.86194206509586,150.76974143925864
test,e41bb0c2-06a1-43d2-a6f2-998784ddf15b,105.99909133656337,127.41040822895552
test,fa35b746-e896-43c6-afb2-60c7de776df9,115.4545248796085,85.25209007092359
test,ff3eeeac-9cb9-4c3d-afe8-de5f776853a0,99.67334965000896,97.98370042219871
control,949a5b3e-224e-43dd-a6d7-4d5b21c6835a,148.33544131104563,145.6823275319228
control,1e68f7e2-04ad-416c-9943-5bda36b0cd33,54.39891886170969,67.43271475628006
test,eeac884e-4339-422c-937f-608faf1c4b35,67.61040194345777,91.64384672048251
test,c2e46c94-069d-42f7-90cb-d8b0b5268592,,117.52012139562478
control,fa32b5a6-d097-4b77-b85f-3fe91e235fe5,122.25932181929632,132.1790305989642
control,7f348031-2515-45df-b2ff-f93e6f4bf6d8,44.515484060733044,54.85513375573331
test,9a6f1793-96f6-49e0-a5dd-a6b033174d95,66.04838401595669,64.61981814867448
test,3efacf74-9693-468d-b78e-7bb11b6b37ca,115.44841384259469,104.44063787959244
control,59f63780-6095-47b3-8863-383ec3fef77c,,104.45151053867613
control,3fd9ffde-02ba-4ca1-8195-615b7460c4d9,126.40179137251211,125.79902724211016
test,4415cb17-4afc-4e84-9a3b-07ea8e5bf33d,68.94722064154826,62.12763215069402
test,3333d2f2-699f-4ae3-aadf-8b0bdb9e7e93,142.6965133697437,152.7472075536629
control,78aa3d33-8db2-4f41-be18-eb51de1c0ea3,66.62509629908133,61.44589218535816
test,281d42fb-aed7-460e-9051-2e643b52a54d,139.29888824673074,137.84952845965483
test,52dd1da3-5216-447c-bf19-22ab7a45eba4,78.11870773339638,80.31968119167986
control,54fb9320-6c00-4126-bf2e-ba8a02018336,75.8506441131442,112.6349264148239
test,9f89f1b9-0d2a-45d5-adf0-16e47023aaa3,65.46404203717225,75.31101564524181
control,eb2a9e6d-ee06-451f-b3ca-59baea72a029,149.6197046411907,143.31630864906242
control,d11da65b-194c-47b0-91c8-1e3082c9e9eb,138.06840021130162,140.1468405594829
control,6b118546-7d42-4988-87d4-bf142ea33bc6,141.72974532486404,142.74922370274362
control,25d796c4-3962-4c60-b376-de65d37f36ff,101.10324555927356,102.25949042455501
test,35316a5d-66cd-4785-be36-25fafc9bd99d,139.95959960675566,138.8426606593188
control,1d155c37-2dbc-49a7-9733-8fc77a85e3e2,111.33365256309199,108.83556929743128
control,418f8591-b083-41c5-9037-6a9f1e9f3b4d,71.69390849521993,82.5406458202726
control,2baa323e-376f-4535-8705-caedc62f9450,107.25575562602232,96.44262031951713
test,715ae93a-664b-4029-aa5e-a7593ec7b18c,82.42486108718543,98.79849895927129
test,936be6bc-08a8-4fd1-8fc5-fe667f31360d,141.42765631481387,137.22259638407547
control,688f5ae9-ebed-4df6-8b6b-6a47a4c99783,125.1384186201809,110.57111817154154
test,d2fc2803-7a73-4bcc-ad2d-57136703f21a,70.98813062044243,74.9346623092011
test,a6a8f11c-c2f0-47ee-b7be-1a44cae19f3c,93.94322009695658,115.96386929484159
control,32ad3a65-b328-43e9-9a5e-eb3842b4c1b8,99.28691879537921,99.83446983425367
control,658006aa-78d0-4a3f-bd2a-ffc0204ef34d,99.06183395063807,104.2604619592182
control,fa5b4ed0-237f-4c5e-863b-0f4d7c525f41,85.50460077885069,70.33170111776917
control,98721ad6-2f30-4e51-8f92-0895e55c9779,107.96249736916384,98.88455969528319
test,9c478b0c-c648-4462-8252-e42fb3a9567f,92.38341804777208,102.9222032778553
control,02d01347-676a-41c9-8ba2-1ac990d9ce93,146.9944041389802,140.3898654411423
control,766af67c-7d3e-4fc8-8988-f6c2b07b672a,98.50405307606394,84.42159235110856
test,90860230-87b3-4910-81d1-2b22ad2a84cc,,101.33219934001829
control,f76f8810-456c-4327-a50b-e4b3667ff490,121.2971503306686,104.66825945612403
control,10691aae-8907-4963-ab0a-011b36cc01dc,142.44781800364808,117.86009944473037
test,90c2d203-d5d3-49fd-81c7-95137477f867,73.81580977724096,90.61846332981033
control,ce85438e-c330-40e9-a594-ef1437080e31,57.21502488855276,57.117014663446234
control,e37aa05d-c6a0-4a8c-bf3e-e96fe2a57c95,93.78328643579046,100.46251763017284
test,591d619b-8510-4950-8a3e-43765155a555,,152.9777978179196
test,1444def9-0c7c-49cb-88d7-9754cbeff0aa,99.88906845491731,95.77773141259254
control,2b58218d-0ed8-452c-8cc8-05b490a0db9a,117.32471345720613,129.3849227336441
test,cd892984-3edd-4f10-b28f-bf2be2459126,77.82503080151395,94.26876568436974
test,c7cbfdcb-9f05-452c-ae0e-0170bd1bcb60,93.04668647366269,101.1004871085041
test,bb39c812-6539-4611-9ecb-a5cca1e1866d,84.18582439045737,100.23132886985935
control,feb9f660-8f7e-4c30-b443-6cb0ba44bdfe,48.4861092793177,48.4715730199456
test,e7a60eaf-ef39-4cc0-8dcf-1317ecf7dcbf,125.66776645903983,124.33069057624449
control,3d4998ac-3cde-406c-ae7d-8684791af1b0,132.97688315856422,150.00044900882077
control,055f00a5-fa32-4c76-9832-bdafd99531c2,102.51950278028224,92.5131271233034
control,c9040648-bf94-4a9a-a9b0-2e60d20362a2,77.21936675923051,92.17286587054056
control,9b185482-9ced-44a4-b804-a6d8cebc5a6e,133.40508973982782,121.12514856649554
control,73c1fd9a-3a23-4823-ad72-e7b5dbe48129,115.16729933483795,119.75538242555753
test,accbb83e-7f23-46b9-b681-e43ae5fc3620,72.37890991694101,76.9318421574618
test,e3c743fb-6f7b-4220-8796-2e857fe58ca3,62.13428690939639,63.478143993756554
control,e563e3b3-37ae-4703-886e-4cfefe3a56c9,99.31175345270108,92.98880891840331
test,6143ef3e-a06e-4c7a-bc4a-046a38e0f032,124.9591557115824,113.25260964174701
test,5e5000c9-658e-40c0-ad5e-aeb31f1f8f9e,124.58244885755485,143.3034269920309
test,8d3f44ac-6a60-4c88-9caf-1888b2b794e4,98.83953720865712,86.5064020916566
control,13823e9a-dca2-4bd8-8c75-eabbe5da64c5,84.074443243596,76.25016754991793
control,e05ec098-9c22-4f2d-87c2-758e9e190df7,108.88363268728708,91.73573451266229
control,32e07690-9d1c-4c39-a805-40253551be0f,47.622131271428714,45.66630101313288
test,41bf4051-e6f8-4a49-b180-794c6fc98c4e,116.57764137463431,133.27517361341674
control,9f7254c1-d501-4011-bdea-0c42e806c94b,119.15752397464885,133.62377159219523
control,023b548f-f7ed-4be8-a8ec-9e21fbb86a43,105.28933628138736,85.10539872148242
test,710757a5-5907-4547-a831-21aaa6db1159,56.535653722986126,63.8041856711807
control,b47cd029-61ae-476f-bb74-6c87759541e5,147.04383272230743,120.38836773431655
test,132c2d7c-275c-42c1-a2ab-7f1056c8b33c,73.15787974146751,70.39404555744628
test,b085207c-b628-405d-ad3e-b7361b6f5d72,105.00415638040016,116.95193983553317
test,57f8b978-3138-4e96-90bd-1badfc644aac,50.73014581844889,64.46600627983337
test,5cd48e6d-9737-477c-92c8-bf1817c2ca69,140.33259790200253,123.18657865361432
control,815aa2b2-671e-4ff8-b8ab-c24e2de02cba,93.17942778749817,82.82376757157527
control,dfbe7948-83a2-42a9-92da-d128c1c5e375,79.30614619780431,79.77313714139365
control,31a77093-62e8-43ba-9b51-cbcda3609329,100.59445524400162,90.52439566639268
test,54f30129-b3d3-4631-be64-e45c6c8ffa38,134.4980300130488,168.19152119927594
control,dc587076-af5c-4bd8-87c3-c8b308e061e7,105.44673107737637,120.08951257703907
test,21e8d7ed-5abe-4cae-8c70-d20904bade87,121.35862249059734,120.11406048176984
control,6d17eae0-333d-4557-ab14-527ea03ea9e7,63.45994038221015,55.09630251697921
test,bfe0c9ba-749f-4119-b6b4-99c3a3d45cdc,79.60497421219969,61.09184543048009
test,46d76e7e-b2ed-4167-abf8-4a64a1168456,129.40443853841336,135.5062443844655
control,99fcb0ba-970e-433e-a9ea-77fbafc7f3d5,55.45304774734168,43.35579169019422
test,5592894d-80d2-4b95-9b7f-53d73c7de888,142.82951821613918,140.45296867010438
test,209b50d3-137e-48e8-9d5f-43dec902875c,78.57292728028878,90.13271452498905
control,4380485b-3593-41e5-ab67-7a635c4b194a,67.38885382971992,73.46755456587044
test,fdc1b4fe-e612-4c88-8472-2b3cadaae726,122.21732159696442,84.5763117690768
control,5b82e89f-7840-4e2d-86f6-ea7f344b30d6,53.404316407300904,65.34362691749385
control,1c623958-2625-4790-a7f0-1d19df5bc83e,149.8879416763223,131.5004573559394
test,d48b5179-3469-4144-b2eb-10afdef097b9,144.21515648131128,136.5369261311479
test,f3f84903-b6fc-494f-8226-4e753795f4b0,119.98338021604356,141.26521809164086
test,f70d6cd4-7cbf-4a78-bd8f-4e0889790f86,126.1317659267009,121.15592317382443
control,7c2b4400-2e29-4fab-926b-d6475d3366cd,72.67264307711544,52.79544935012699
control,e6b2f76f-9f78-4075-ab9c-13c8d87c6938,56.45149420899165,66.76357466907871
test,cc196e58-d22e-4c64-a486-27e4fc065b20,110.25214479958925,112.32712427850572
control,87ebddeb-23cf-4b41-8922-dc6fe754bbc9,130.9810215795865,130.9759045832277
control,1f5570b2-9d7f-4043-aec4-66140d01350c,,71.76781120324479
test,c62c8f8a-356b-4edf-84a9-083744faf65f,126.3313898263448,108.76565777971274
control,0f9fdaaf-ba69-49a6-b1e5-5ca44c285694,127.37329322903108,121.44633465718898
control,eadd1a42-f6d4-42ed-b4bb-33d02810c3a6,54.05094205588405,69.89233578916654
test,4004eca1-d610-4755-9196-3aec6fc1b529,84.2658737172012,73.99749476742174
test,bf807a58-a2d4-4788-8a66-bee2bba45862,64.3087536655782,82.95052880807717
control,a413a5bb-da45-4119-8335-c9071dff20a0,120.64134003094095,130.40707445055727
control,1cff9fd4-9ba7-42a9-a7ec-bd2706b147f4,91.01761052105125,75.90827287469517
control,5a7b5443-29ce-49a0-84f0-446f80de064c,42.94755594792358,53.57389151950422
control,1e2ba133-219e-4580-8fd9-ce148fb185ee,122.60101884978579,129.88351246575522
control,64bd3547-a17e-468d-b8a0-ea1d799c97ec,73.3517319140868,75.42315616924047
control,bb0aadaa-d45f-44e2-bef9-b9b1e6b2e130,107.52587171753811,106.58953187990495
test,daf92192-0b28-44d3-908e-97d053808967,59.18337540602795,55.124251872262036
control,64eb44c0-2bd4-4d74-b992-907b45fa2c3d,124.51781967498411,98.32596631342756
test,627a128f-6a91-4f50-ba0d-942824da0648,50.46757492033857,48.9081788342762
control,f3b9a4ed-764c-476c-97ad-67a2dba54c6d,34.48669477570968,47.824334957127846
test,b0b1cd97-d1b6-4a71-a2bb-014f8556bdb5,157.24906922634577,132.6090334117886
control,11133fe8-dd96-4758-983e-a71ef2764918,57.345645066114876,57.32970296637782
control,9d3f6102-4e1e-442c-bf73-769a135ea331,54.24371740893084,94.30440198186554
test,333476e6-fdbd-4983-a3ea-6613a5820cb6,104.99214768423766,89.2386223342639
control,ac0eecad-e0f5-42db-ad9d-71f219921f19,146.25394235476753,156.543096380322
control,b744a962-4835-4982-bd88-9cf5e109144d,122.8680100400853,127.73904988502345
control,65646b74-5631-44fb-a7cb-f563a36b4dee,141.9930710948762,139.17752778431776
test,0b7efcee-27aa-4407-bd71-08423b3355f2,100.1870896799762,111.23157997376985
test,85a3389e-0da3-4804-a5d1-84888e460056,67.44971427971942,77.05423632384878
test,611567a3-3b35-4b26-a97d-84d18ecbc187,120.60314597086077,124.03203045117189
test,18853970-770a-418b-ba23-e699c61d0b66,74.61906873566757,92.32124313040426
control,af01526a-9e18-46de-80b1-931409be2df2,112.4488858524426,132.17697606642022
control,3bd2f147-8c10-4933-8da2-29a04adae287,93.5857059058824,77.24654549567428
test,7c01608d-9d4c-4b38-a5f2-9e88f77de0d8,84.06414927733324,84.00132935274836
test,8df302bc-b3d3-49f6-87d6-a2e23c0bb765,,143.388191884034
test,35e53a7c-bacb-40b4-a366-c7c401cba134,89.31761092271783,87.47595469995174
test,0e395a57-3428-4000-9c39-d1cf92dd2387,148.58151777069324,144.60247357590896
control,8da66092-63e5-421c-914d-00f98f177016,135.6152238580716,139.116420921405
test,90ac1acb-28e4-416e-ad62-9b7105859f61,108.09877805809865,92.87253166654821
test,e4e7bcfe-1bb1-41a6-b135-5c4eb02a074c,53.74321917835409,66.32353878575879
control,e0f358c2-c39d-4914-b74d-e49a7b1f9878,93.08440915025854,99.08451760008643
control,606a7b39-9116-4dde-a0e3-1e403f6a45ca,129.862873222682,133.76428527027466
control,fb3d3519-8b28-45a8-b70b-17d090fd8d6e,111.47670462036501,113.08411267509409
test,e30e5ba7-2151-42f8-92df-404e7abcd3f6,94.55791181431302,91.84173280234728
control,295e7ece-ad98-4c73-9282-6747489ae067,71.97834718733081,77.5516913025212
test,a7d52ba3-c9b0-4e3c-9109-5b25d053c7b9,76.63784080632753,67.97140320408354
control,7ae26ec5-dcc9-44fb-8634-c3e55b665ea8,92.25062570785877,119.07452716253363
control,59dc4cfb-0a58-46df-a785-773633d762bf,129.53216534545797,94.17592597262845
test,45d59fb3-cafc-4477-9d83-cd38a64255ba,84.09494717827928,92.77809295345114
test,437e67cd-8bbd-43e2-9fc8-0751039850c1,55.79463105753474,46.56390751983733
test,7b5f59c3-debb-41af-9912-a4fe2ced7bcc,82.1837574904081,77.49189146318446
test,085434d6-6cfc-44ce-82b5-b78e64791fcc,83.81488420595502,85.28086026484813
test,df1bc378-0100-44d8-b3ae-2c948ed63efc,108.8539407128197,116.01720172025084
test,2aa879c4-f468-49d3-96ec-60ffb7be9a11,131.56787215453622,93.7281362071775
control,bc6be95b-6224-45ba-8202-ff34317be9bf,54.33201391972569,60.64524044289786
control,a3548e96-2b98-4d78-866b-12944133358d,87.71329056792932,110.94773281096171
test,519258d9-052b-4347-a860-c063cf59b335,64.2997092032572,83.1362319131564
test,d8236b3c-63b8-4c5a-b68a-aec573a443d3,90.30449075624526,117.9354676779881
control,50b6ff21-3813-41ab-a2bd-1b548d66cd63,119.62608657588406,126.84291858220838
test,1ba0981f-d796-4992-9d0f-4391bac9a50d,114.70916082992275,118.08641407166674
test,fc54d24f-8e24-471d-aa16-f767318e27b4,123.35513562958215,153.93578691083826
test,1398bdd8-3cd1-4422-ae34-a7a5ba497f8b,104.32214629149534,165.13057478864388
control,2a7974d5-ca09-49a1-8559-c329063256f2,82.91629751998599,102.10152471514233
test,9137731b-1f8f-4698-a7af-fee1081a40e1,72.44273183989452,81.08699731124986
test,90470a9d-9409-4a1a-8a4c-7f5f232287fb,89.46519846032821,80.7930948179957
test,ad09f931-88cc-4d0c-82b6-21fab3860382,46.327566628209965,45.393649055368286
control,fe7fe961-3e2d-4374-9023-11761c87a4ef,132.86521355112168,105.64589445709137
test,e94bafca-d719-462c-9ab6-cfde609de972,115.61343360966427,106.50732510994808
control,0f03750f-d631-4f3d-8404-e25a9c2ecba6,69.98775756455919,69.25682139048729
control,318bc314-4dd3-4589-8cd8-21a634f0c765,113.56074746529431,113.61647234910775
control,3f5575ab-7550-4756-b23c-611d5ee58c30,52.565440419054106,62.387698465831505
control,35c946ef-1da3-4635-b12a-d522ecfc6b63,133.0297758945083,104.60625915795707
test,4073040b-e045-4e25-b8ea-8b95d023a282,46.92422300754133,45.45844487179307
control,d8108b5f-4199-4de0-ba25-f4efa4f779d2,134.30032133339677,123.50765976767417
control,da88cccf-a291-4edb-bbd3-a6c2e157a244,94.34703439283106,99.24515125244065
test,9576cbf6-e384-4019-be90-2668d2c0fbf0,132.7785541392751,148.34412750720267
control,8dc5efae-384a-4a9e-b301-497382b4472b,89.47493836726449,84.9190242701788
test,5ddec3db-d99a-4897-9ed4-eabcabe74132,135.86547436170778,125.6490439852979
test,e8e49c94-9d70-4b8e-8518-be84560d051d,145.9231331391629,143.2633316775059
test,37ba7b06-644a-4489-8701-302774c1434a,78.13996910429566,73.23615526439438
test,b726e649-16ab-4a25-9096-cbdf929c5892,110.25975679100046,86.14498406074198
control,cd756ab5-9499-40b3-9f92-553c22931272,103.9942966720425,117.78250267698927
test,02545518-6884-4743-a2aa-7478d40448db,,67.06828905140803
control,faa9554e-036a-4032-b992-471963dd57d0,60.53291361080826,65.04947749952242
control,0ba14b14-2b48-4a36-a565-05487fa94153,53.167951835073374,60.9659520261693
control,402b15e6-60a4-4923-afeb-cd03dabe31e2,121.0002255162507,135.14182966239773
control,b64f7b63-9701-443e-845a-23419cff00d8,111.7703504899706,86.7752998026819
test,651e9470-37e7-4250-aa0c-e4e20e2b8adf,111.35535796663895,105.49555206091425
test,f5eaff38-f645-4177-84bd-5650bfa39538,,131.93889634253833
test,ac768909-b212-4e6f-9317-14ba9fcfb68d,138.6838453649831,146.2724720523706
control,1f535326-872e-4a82-bf77-0ca1163fd8b6,76.44096431033941,67.96581201000993
